item_id,sale_id,user_id,name,type,brand,qty,value
971,182,144,SightSoothe,Soluciones,Bright,4,18000
972,881,386,IrisBright,Lentes de Contacto,Glassi,1,8000
973,531,128,OptiGleam,Soluciones,Bright,3,14000
974,1751,774,EyeRevive,Gotas,Glassi,4,12000
975,459,10,VisionGuard,Lentes de Contacto,Glassi,2,2000
976,1126,7,ClearView Elite,Lentes de Contacto,Glassi,3,20000
977,620,156,SightSoothe,Gotas,Bright,2,18000
978,1287,542,OptiClarity,Soluciones,Lupa,3,4000
979,937,549,VisionGuard,Lentes de Contacto,Lupa,1,2000
980,85,579,VisionGuard,Gotas,Lupa,3,18000
981,1704,749,EyeRevive,Lentes de Contacto,Lupa,4,10000
982,677,480,ClearView Elite,Lentes de Contacto,Glassi,2,14000
983,1183,552,OptiClarity,Soluciones,Glassi,1,10000
984,493,114,EyeRevive,Soluciones,Bright,3,10000
985,856,739,IrisBright,Gotas,Lupa,1,4000
986,1367,513,OptiClarity,Lentes de Contacto,Lupa,1,6000
987,1568,14,IrisBright,Gotas,Glassi,4,4000
988,43,32,ClearView Elite,Gotas,Glassi,2,12000
989,1451,548,ClearView Elite,Soluciones,Bright,4,10000
990,1117,250,OptiGleam,Lentes de Contacto,Lupa,2,18000
991,1914,107,SightSoothe,Gotas,Glassi,4,18000
992,352,642,LuminEye Care,Soluciones,Glassi,2,20000
993,395,18,OptiClarity,Soluciones,Bright,2,4000
994,1003,634,LuminEye Care,Soluciones,Glassi,2,4000
995,292,6,OptiClarity,Gotas,Glassi,3,20000
996,478,485,VisionGuard,Gotas,Glassi,1,18000
997,1770,105,VisionGuard,Lentes de Contacto,Lupa,3,14000
998,1212,84,OptiGleam,Gotas,Lupa,3,2000
999,1543,576,OptiClarity,Soluciones,Glassi,4,2000
1000,116,250,VisionGuard,Gotas,Bright,3,14000
1001,810,755,IrisBright,Soluciones,Lupa,2,10000
1002,1824,256,OptiClarity,Lentes de Contacto,Glassi,1,10000
1003,317,154,OptiGleam,Gotas,Bright,4,6000
1004,1483,510,OptiGleam,Gotas,Glassi,4,16000
1005,1597,360,SightSoothe,Gotas,Lupa,3,6000
1006,924,465,OptiGleam,Gotas,Bright,3,18000
1007,519,6,ClearView Elite,Lentes de Contacto,Glassi,4,14000
1008,212,684,SightSoothe,Gotas,Glassi,4,18000
1009,1081,586,EyeRevive,Gotas,Lupa,1,6000
1010,836,143,OptiClarity,Soluciones,Lupa,4,2000
1011,973,86,OptiGleam,Lentes de Contacto,Glassi,3,2000
1012,1028,681,ClearView Elite,Soluciones,Bright,3,4000
1013,1345,165,LuminEye Care,Soluciones,Glassi,1,20000
1014,528,706,EyeRevive,Lentes de Contacto,Glassi,1,10000
1015,1970,413,LuminEye Care,Lentes de Contacto,Lupa,2,8000
1016,853,180,EyeRevive,Gotas,Lupa,1,16000
1017,30,10,LuminEye Care,Gotas,Bright,4,14000
1018,985,37,LuminEye Care,Gotas,Bright,2,20000
1019,11,615,ClearView Elite,Lentes de Contacto,Bright,3,10000
1020,1006,767,OptiClarity,Gotas,Glassi,3,8000
1021,18,293,LuminEye Care,Gotas,Lupa,3,10000
1022,894,687,OptiGleam,Soluciones,Bright,4,8000
1023,1148,23,OptiClarity,Lentes de Contacto,Lupa,1,14000
1024,251,46,LuminEye Care,Soluciones,Bright,4,12000
1025,262,647,VisionGuard,Soluciones,Glassi,3,4000
1026,1867,481,LuminEye Care,Lentes de Contacto,Lupa,2,4000
1027,37,607,SightSoothe,Gotas,Glassi,2,6000
1028,570,294,IrisBright,Gotas,Bright,3,8000
1029,561,10,IrisBright,Soluciones,Bright,4,14000
1030,474,549,ClearView Elite,Soluciones,Glassi,2,14000
1031,188,618,SightSoothe,Gotas,Bright,3,8000
1032,54,776,EyeRevive,Soluciones,Glassi,1,18000
1033,276,715,IrisBright,Soluciones,Glassi,1,18000
1034,862,270,OptiGleam,Gotas,Lupa,1,18000
1035,1831,94,LuminEye Care,Gotas,Lupa,1,10000
1036,1440,428,VisionGuard,Lentes de Contacto,Glassi,1,2000
1037,224,381,LuminEye Care,Lentes de Contacto,Bright,4,12000
1038,1593,644,EyeRevive,Lentes de Contacto,Bright,2,8000
1039,1136,686,SightSoothe,Gotas,Glassi,2,10000
1040,1720,316,OptiGleam,Gotas,Lupa,2,10000
1041,196,525,OptiClarity,Gotas,Glassi,4,12000
1042,1979,433,IrisBright,Lentes de Contacto,Glassi,3,16000
1043,432,685,ClearView Elite,Gotas,Lupa,1,18000
1044,501,759,SightSoothe,Lentes de Contacto,Glassi,2,12000
1045,1446,627,ClearView Elite,Gotas,Glassi,2,10000
1046,1442,301,IrisBright,Gotas,Glassi,3,10000
1047,1790,384,SightSoothe,Soluciones,Bright,3,14000
1048,1309,372,VisionGuard,Soluciones,Glassi,4,4000
1049,426,371,OptiGleam,Gotas,Glassi,3,2000
1050,1672,131,SightSoothe,Lentes de Contacto,Bright,3,18000
1051,40,629,EyeRevive,Gotas,Glassi,4,12000
1052,113,193,ClearView Elite,Lentes de Contacto,Bright,2,20000
1053,544,594,SightSoothe,Soluciones,Lupa,1,12000
1054,1879,626,OptiClarity,Gotas,Glassi,3,20000
1055,242,628,VisionGuard,Gotas,Bright,3,2000
1056,765,404,IrisBright,Gotas,Glassi,2,6000
1057,1842,786,OptiGleam,Gotas,Bright,1,18000
1058,577,343,LuminEye Care,Gotas,Bright,1,18000
1059,877,162,EyeRevive,Lentes de Contacto,Lupa,4,4000
1060,193,501,OptiGleam,Gotas,Glassi,1,10000
1061,417,317,ClearView Elite,Soluciones,Lupa,2,18000
1062,1840,761,ClearView Elite,Soluciones,Glassi,4,4000
1063,68,155,EyeRevive,Soluciones,Lupa,4,10000
1064,693,637,ClearView Elite,Soluciones,Glassi,2,6000
1065,1403,749,VisionGuard,Soluciones,Bright,1,10000
1066,159,149,EyeRevive,Lentes de Contacto,Bright,2,6000
1067,738,454,IrisBright,Soluciones,Glassi,1,12000
1068,434,154,IrisBright,Lentes de Contacto,Bright,3,6000
1069,286,412,EyeRevive,Lentes de Contacto,Glassi,3,10000
1070,1526,432,OptiGleam,Soluciones,Bright,3,20000
1071,1627,86,OptiGleam,Gotas,Bright,2,6000
1072,1030,716,EyeRevive,Lentes de Contacto,Lupa,3,16000
1073,769,747,LuminEye Care,Lentes de Contacto,Glassi,4,8000
1074,1509,27,LuminEye Care,Soluciones,Bright,1,16000
1075,224,527,LuminEye Care,Lentes de Contacto,Lupa,3,4000
1076,775,360,LuminEye Care,Lentes de Contacto,Lupa,3,18000
1077,1240,337,SightSoothe,Lentes de Contacto,Bright,1,8000
1078,1773,488,IrisBright,Gotas,Glassi,3,14000
1079,730,150,ClearView Elite,Soluciones,Glassi,4,18000
1080,1116,127,OptiGleam,Soluciones,Lupa,1,12000
1081,1486,662,OptiClarity,Soluciones,Glassi,1,12000
1082,750,67,SightSoothe,Soluciones,Bright,3,6000
1083,1961,655,LuminEye Care,Gotas,Glassi,1,12000
1084,103,334,IrisBright,Lentes de Contacto,Lupa,1,14000
1085,1753,565,OptiClarity,Soluciones,Bright,2,14000
1086,930,679,ClearView Elite,Gotas,Lupa,2,18000
1087,825,448,OptiClarity,Soluciones,Lupa,1,8000
1088,285,461,EyeRevive,Lentes de Contacto,Lupa,4,8000
1089,1489,432,LuminEye Care,Gotas,Lupa,2,8000
1090,139,219,EyeRevive,Gotas,Lupa,4,10000
1091,1705,463,ClearView Elite,Lentes de Contacto,Glassi,1,8000
1092,1903,89,OptiClarity,Gotas,Bright,2,6000
1093,457,324,VisionGuard,Lentes de Contacto,Bright,3,8000
1094,755,225,OptiClarity,Soluciones,Glassi,3,4000
1095,1165,717,EyeRevive,Soluciones,Bright,3,2000
1096,1915,543,SightSoothe,Lentes de Contacto,Bright,3,14000
1097,294,16,LuminEye Care,Gotas,Bright,1,14000
1098,1075,359,LuminEye Care,Soluciones,Glassi,3,14000
1099,281,393,OptiClarity,Soluciones,Glassi,4,20000
1100,1532,672,IrisBright,Lentes de Contacto,Lupa,1,18000
1101,1513,74,SightSoothe,Lentes de Contacto,Lupa,1,18000
1102,962,58,OptiClarity,Lentes de Contacto,Bright,4,6000
1103,1178,342,EyeRevive,Soluciones,Bright,4,16000
1104,1302,791,ClearView Elite,Soluciones,Glassi,4,4000
1105,1131,253,EyeRevive,Lentes de Contacto,Lupa,2,6000
1106,1591,108,ClearView Elite,Soluciones,Bright,3,4000
1107,967,490,OptiGleam,Soluciones,Glassi,3,4000
1108,1432,50,ClearView Elite,Lentes de Contacto,Lupa,3,18000
1109,1672,759,ClearView Elite,Soluciones,Glassi,3,2000
1110,1960,549,IrisBright,Lentes de Contacto,Lupa,3,20000
1111,1862,558,SightSoothe,Gotas,Lupa,2,2000
1112,1892,422,OptiClarity,Soluciones,Bright,1,6000
1113,506,242,LuminEye Care,Lentes de Contacto,Lupa,4,8000
1114,1136,120,ClearView Elite,Gotas,Lupa,4,10000
1115,1224,147,OptiClarity,Soluciones,Lupa,2,20000
1116,363,564,EyeRevive,Soluciones,Bright,2,16000
1117,1915,643,ClearView Elite,Gotas,Lupa,2,18000
1118,58,36,LuminEye Care,Gotas,Lupa,2,8000
1119,319,65,LuminEye Care,Gotas,Lupa,4,14000
1120,420,176,VisionGuard,Soluciones,Lupa,3,20000
1121,1797,483,OptiClarity,Gotas,Lupa,1,14000
1122,1048,227,IrisBright,Soluciones,Lupa,1,16000
1123,1273,218,IrisBright,Lentes de Contacto,Lupa,1,8000
1124,1060,365,SightSoothe,Lentes de Contacto,Bright,3,4000
1125,928,652,OptiGleam,Soluciones,Glassi,1,8000
1126,1441,791,VisionGuard,Lentes de Contacto,Lupa,4,10000
1127,1838,14,OptiGleam,Lentes de Contacto,Bright,4,6000
1128,1371,793,VisionGuard,Gotas,Bright,1,12000
1129,1899,391,ClearView Elite,Lentes de Contacto,Glassi,4,4000
1130,699,445,OptiClarity,Soluciones,Glassi,3,4000
1131,1439,167,LuminEye Care,Lentes de Contacto,Glassi,2,6000
1132,1164,105,IrisBright,Lentes de Contacto,Glassi,4,16000
1133,353,93,VisionGuard,Gotas,Glassi,1,18000
1134,923,766,SightSoothe,Lentes de Contacto,Lupa,2,10000
1135,1484,741,VisionGuard,Lentes de Contacto,Lupa,1,6000
1136,725,575,IrisBright,Lentes de Contacto,Lupa,2,10000
1137,289,651,ClearView Elite,Lentes de Contacto,Bright,4,4000
1138,467,593,OptiClarity,Soluciones,Lupa,4,2000
1139,667,558,IrisBright,Soluciones,Glassi,4,2000
1140,1448,794,IrisBright,Lentes de Contacto,Bright,4,8000
1141,712,25,IrisBright,Gotas,Lupa,1,16000
1142,1344,597,ClearView Elite,Gotas,Glassi,4,18000
1143,1990,530,OptiClarity,Soluciones,Bright,2,10000
1144,695,720,LuminEye Care,Lentes de Contacto,Glassi,1,16000
1145,1704,656,OptiClarity,Soluciones,Bright,4,6000
1146,795,518,SightSoothe,Gotas,Glassi,1,18000
1147,1392,171,ClearView Elite,Soluciones,Glassi,2,16000
1148,1564,482,ClearView Elite,Soluciones,Glassi,2,6000
1149,1036,230,IrisBright,Gotas,Bright,3,4000
1150,1405,13,OptiGleam,Soluciones,Lupa,2,14000
1151,263,280,VisionGuard,Lentes de Contacto,Bright,4,4000
1152,871,584,VisionGuard,Gotas,Glassi,1,12000
1153,780,342,OptiClarity,Soluciones,Lupa,2,4000
1154,1491,665,ClearView Elite,Soluciones,Lupa,2,12000
1155,360,295,OptiClarity,Soluciones,Lupa,3,12000
1156,1466,480,LuminEye Care,Soluciones,Lupa,1,6000
1157,1416,700,LuminEye Care,Gotas,Lupa,4,14000
1158,868,51,IrisBright,Lentes de Contacto,Glassi,4,2000
1159,1579,119,OptiGleam,Lentes de Contacto,Glassi,2,10000
1160,520,432,OptiGleam,Gotas,Glassi,1,14000
1161,816,139,IrisBright,Soluciones,Lupa,4,4000
1162,1718,555,EyeRevive,Gotas,Lupa,3,10000
1163,94,400,SightSoothe,Gotas,Lupa,3,20000
1164,1485,91,EyeRevive,Gotas,Lupa,3,6000
1165,1764,86,SightSoothe,Gotas,Glassi,3,16000
1166,1680,636,IrisBright,Lentes de Contacto,Lupa,2,20000
1167,1477,435,ClearView Elite,Gotas,Bright,2,12000
1168,1588,162,OptiGleam,Soluciones,Bright,1,2000
1169,1128,676,OptiGleam,Soluciones,Glassi,1,4000
1170,62,334,EyeRevive,Soluciones,Glassi,3,12000
1171,1992,436,LuminEye Care,Lentes de Contacto,Glassi,1,20000
1172,923,396,OptiClarity,Lentes de Contacto,Lupa,4,8000
1173,1951,54,ClearView Elite,Lentes de Contacto,Lupa,3,20000
1174,1906,590,OptiGleam,Soluciones,Lupa,3,8000
1175,1872,486,SightSoothe,Gotas,Bright,4,4000
1176,184,414,EyeRevive,Lentes de Contacto,Bright,2,18000
1177,548,208,OptiGleam,Gotas,Bright,4,14000
1178,637,387,ClearView Elite,Gotas,Lupa,4,20000
1179,1677,778,OptiGleam,Gotas,Glassi,2,2000
1180,910,280,IrisBright,Lentes de Contacto,Lupa,2,18000
1181,454,768,IrisBright,Gotas,Lupa,2,14000
1182,1137,352,OptiClarity,Lentes de Contacto,Glassi,2,10000
1183,1661,100,VisionGuard,Soluciones,Glassi,3,10000
1184,191,617,OptiGleam,Soluciones,Lupa,1,20000
1185,1612,115,VisionGuard,Gotas,Lupa,4,14000
1186,1265,623,OptiClarity,Gotas,Glassi,2,14000
1187,1052,686,SightSoothe,Gotas,Lupa,1,16000
1188,1283,280,SightSoothe,Gotas,Lupa,3,20000
1189,1555,111,OptiClarity,Gotas,Lupa,1,18000
1190,949,467,EyeRevive,Gotas,Lupa,1,6000
1191,748,714,OptiClarity,Soluciones,Bright,1,18000
1192,1309,14,LuminEye Care,Soluciones,Bright,3,14000
1193,1714,290,LuminEye Care,Soluciones,Bright,1,4000
1194,428,104,ClearView Elite,Soluciones,Lupa,2,10000
1195,1988,8,ClearView Elite,Soluciones,Lupa,2,4000
1196,1785,270,LuminEye Care,Gotas,Glassi,3,16000
1197,1485,594,VisionGuard,Soluciones,Glassi,4,12000
1198,761,656,EyeRevive,Soluciones,Glassi,1,12000
1199,445,303,LuminEye Care,Soluciones,Glassi,1,10000
1200,1253,475,LuminEye Care,Gotas,Bright,3,10000
1201,185,335,ClearView Elite,Lentes de Contacto,Lupa,3,10000
1202,1912,267,IrisBright,Lentes de Contacto,Lupa,1,18000
1203,1527,438,IrisBright,Soluciones,Lupa,3,8000
1204,1628,75,EyeRevive,Soluciones,Bright,2,6000
1205,1564,459,OptiClarity,Lentes de Contacto,Glassi,4,8000
1206,1364,459,SightSoothe,Soluciones,Bright,4,12000
1207,787,287,IrisBright,Soluciones,Bright,2,14000
1208,1125,234,OptiGleam,Lentes de Contacto,Glassi,2,20000
1209,1293,483,OptiClarity,Lentes de Contacto,Bright,1,4000
1210,1958,305,VisionGuard,Soluciones,Lupa,3,14000
1211,223,164,IrisBright,Lentes de Contacto,Glassi,3,2000
1212,1150,175,SightSoothe,Lentes de Contacto,Lupa,2,8000
1213,751,426,SightSoothe,Gotas,Glassi,4,8000
1214,923,44,OptiGleam,Lentes de Contacto,Lupa,3,20000
1215,1305,486,OptiGleam,Gotas,Lupa,2,8000
1216,354,518,ClearView Elite,Gotas,Bright,2,14000
1217,402,740,OptiGleam,Soluciones,Bright,2,2000
1218,1040,239,OptiGleam,Lentes de Contacto,Bright,1,16000
1219,314,449,LuminEye Care,Gotas,Bright,3,20000
1220,722,493,LuminEye Care,Gotas,Glassi,3,14000
1221,807,489,EyeRevive,Gotas,Bright,3,4000
1222,582,222,VisionGuard,Soluciones,Lupa,3,12000
1223,782,429,VisionGuard,Gotas,Glassi,4,2000
1224,552,362,EyeRevive,Gotas,Glassi,2,2000
1225,1113,148,VisionGuard,Soluciones,Glassi,1,10000
1226,1120,502,ClearView Elite,Lentes de Contacto,Lupa,4,14000
1227,1450,63,OptiGleam,Gotas,Glassi,2,16000
1228,1565,665,LuminEye Care,Gotas,Glassi,3,20000
1229,1395,534,ClearView Elite,Soluciones,Bright,2,18000
1230,222,392,LuminEye Care,Lentes de Contacto,Bright,1,14000
1231,552,597,OptiGleam,Gotas,Lupa,2,20000
1232,593,633,VisionGuard,Lentes de Contacto,Lupa,2,18000
1233,964,618,SightSoothe,Lentes de Contacto,Lupa,2,2000
1234,1219,285,SightSoothe,Gotas,Lupa,3,14000
1235,1920,682,IrisBright,Lentes de Contacto,Glassi,2,2000
1236,967,529,SightSoothe,Gotas,Glassi,2,20000
1237,326,691,ClearView Elite,Soluciones,Glassi,2,16000
1238,318,793,LuminEye Care,Soluciones,Bright,1,20000
1239,434,391,VisionGuard,Lentes de Contacto,Bright,3,16000
1240,1615,607,EyeRevive,Gotas,Bright,1,2000
1241,521,490,VisionGuard,Lentes de Contacto,Lupa,4,14000
1242,881,261,OptiClarity,Lentes de Contacto,Lupa,4,6000
1243,1098,342,OptiGleam,Lentes de Contacto,Lupa,4,20000
1244,1948,9,OptiGleam,Soluciones,Glassi,4,4000
1245,218,245,VisionGuard,Soluciones,Bright,3,4000
1246,432,61,EyeRevive,Soluciones,Lupa,1,20000
1247,1862,204,LuminEye Care,Soluciones,Bright,2,2000
1248,564,365,OptiClarity,Gotas,Glassi,3,8000
1249,1619,631,IrisBright,Soluciones,Bright,3,18000
1250,646,307,SightSoothe,Lentes de Contacto,Lupa,3,18000
1251,1081,134,OptiClarity,Gotas,Bright,1,16000
1252,1624,261,VisionGuard,Soluciones,Lupa,3,16000
1253,1811,652,LuminEye Care,Gotas,Glassi,2,18000
1254,134,588,EyeRevive,Soluciones,Glassi,3,20000
1255,18,326,IrisBright,Soluciones,Lupa,4,18000
1256,1231,60,OptiClarity,Soluciones,Bright,2,14000
1257,1503,469,EyeRevive,Soluciones,Bright,4,12000
1258,986,635,OptiGleam,Soluciones,Bright,3,12000
1259,271,324,OptiGleam,Soluciones,Glassi,3,6000
1260,1166,490,OptiClarity,Gotas,Lupa,1,18000
1261,1538,544,EyeRevive,Soluciones,Lupa,2,18000
1262,1174,210,EyeRevive,Gotas,Lupa,2,20000
1263,167,397,IrisBright,Soluciones,Bright,1,12000
1264,668,54,OptiGleam,Soluciones,Lupa,1,16000
1265,589,542,EyeRevive,Lentes de Contacto,Bright,2,16000
1266,1134,630,SightSoothe,Gotas,Glassi,1,8000
1267,1490,121,VisionGuard,Soluciones,Glassi,1,8000
1268,1939,364,EyeRevive,Lentes de Contacto,Bright,1,10000
1269,303,283,LuminEye Care,Soluciones,Lupa,1,6000
1270,1493,453,LuminEye Care,Soluciones,Bright,2,20000
1271,1396,285,SightSoothe,Soluciones,Bright,3,2000
1272,1041,477,IrisBright,Soluciones,Glassi,2,4000
1273,1903,250,IrisBright,Gotas,Glassi,4,12000
1274,329,296,ClearView Elite,Lentes de Contacto,Glassi,2,16000
1275,1287,46,LuminEye Care,Lentes de Contacto,Bright,2,16000
1276,968,306,OptiGleam,Gotas,Bright,3,20000
1277,235,74,EyeRevive,Gotas,Bright,3,2000
1278,1178,696,IrisBright,Gotas,Lupa,3,18000
1279,236,147,SightSoothe,Lentes de Contacto,Bright,4,2000
1280,61,690,EyeRevive,Soluciones,Bright,1,14000
1281,1555,315,EyeRevive,Gotas,Glassi,4,18000
1282,478,144,ClearView Elite,Lentes de Contacto,Glassi,3,20000
1283,1553,752,ClearView Elite,Soluciones,Glassi,2,8000
1284,1682,784,LuminEye Care,Lentes de Contacto,Lupa,3,6000
1285,47,577,VisionGuard,Gotas,Lupa,4,8000
1286,1335,629,EyeRevive,Soluciones,Bright,4,8000
1287,1925,75,VisionGuard,Soluciones,Lupa,4,10000
1288,521,150,SightSoothe,Soluciones,Glassi,1,14000
1289,1276,216,VisionGuard,Lentes de Contacto,Bright,1,8000
1290,1453,649,SightSoothe,Lentes de Contacto,Bright,2,14000
1291,913,336,EyeRevive,Gotas,Lupa,1,8000
1292,337,284,OptiGleam,Soluciones,Bright,4,14000
1293,1410,516,IrisBright,Soluciones,Lupa,3,2000
1294,1565,373,VisionGuard,Gotas,Bright,1,16000
1295,241,126,EyeRevive,Lentes de Contacto,Bright,4,4000
1296,985,517,VisionGuard,Gotas,Bright,2,18000
1297,1557,543,IrisBright,Gotas,Bright,1,8000
1298,1284,715,VisionGuard,Lentes de Contacto,Lupa,3,14000
1299,507,560,ClearView Elite,Gotas,Bright,4,10000
1300,933,158,SightSoothe,Soluciones,Bright,2,6000
1301,499,459,SightSoothe,Gotas,Glassi,3,4000
1302,919,547,OptiClarity,Gotas,Glassi,2,8000
1303,625,182,IrisBright,Gotas,Lupa,3,12000
1304,1490,608,IrisBright,Lentes de Contacto,Glassi,1,12000
1305,203,59,VisionGuard,Lentes de Contacto,Bright,3,14000
1306,819,18,VisionGuard,Gotas,Lupa,2,4000
1307,1614,258,OptiClarity,Lentes de Contacto,Bright,2,6000
1308,1790,528,OptiClarity,Lentes de Contacto,Glassi,1,2000
1309,625,33,VisionGuard,Lentes de Contacto,Bright,2,12000
1310,1562,710,LuminEye Care,Lentes de Contacto,Lupa,1,20000
1311,1765,661,IrisBright,Gotas,Glassi,3,20000
1312,1444,429,OptiClarity,Gotas,Glassi,2,6000
1313,1343,477,VisionGuard,Soluciones,Lupa,2,4000
1314,299,82,OptiClarity,Soluciones,Bright,4,10000
1315,1954,473,OptiClarity,Lentes de Contacto,Bright,3,12000
1316,622,335,VisionGuard,Soluciones,Glassi,1,4000
1317,532,299,IrisBright,Gotas,Bright,3,12000
1318,1812,119,OptiGleam,Lentes de Contacto,Lupa,1,10000
1319,1292,302,SightSoothe,Gotas,Lupa,3,16000
1320,796,491,OptiClarity,Soluciones,Lupa,4,6000
1321,573,241,VisionGuard,Gotas,Bright,1,12000
1322,1262,475,LuminEye Care,Gotas,Lupa,3,14000
1323,1091,595,SightSoothe,Lentes de Contacto,Glassi,3,20000
1324,1199,545,OptiClarity,Soluciones,Bright,2,18000
1325,1847,592,OptiClarity,Gotas,Lupa,2,18000
1326,777,410,LuminEye Care,Lentes de Contacto,Lupa,4,12000
1327,147,418,VisionGuard,Lentes de Contacto,Glassi,2,12000
1328,279,113,EyeRevive,Lentes de Contacto,Lupa,3,12000
1329,810,200,SightSoothe,Lentes de Contacto,Glassi,1,18000
1330,294,454,VisionGuard,Soluciones,Bright,1,8000
1331,513,696,VisionGuard,Gotas,Lupa,4,8000
1332,1283,580,SightSoothe,Lentes de Contacto,Bright,2,6000
1333,306,560,LuminEye Care,Lentes de Contacto,Lupa,2,2000
1334,1136,759,ClearView Elite,Lentes de Contacto,Bright,3,14000
1335,1124,198,LuminEye Care,Lentes de Contacto,Lupa,4,14000
1336,1609,161,IrisBright,Gotas,Lupa,4,14000
1337,514,217,ClearView Elite,Lentes de Contacto,Glassi,1,2000
1338,1180,333,ClearView Elite,Gotas,Lupa,4,10000
1339,136,121,LuminEye Care,Lentes de Contacto,Bright,3,18000
1340,738,305,ClearView Elite,Soluciones,Glassi,1,2000
1341,569,621,OptiClarity,Lentes de Contacto,Bright,1,16000
1342,1086,58,SightSoothe,Gotas,Bright,3,14000
1343,474,290,VisionGuard,Soluciones,Glassi,4,18000
1344,993,405,EyeRevive,Gotas,Lupa,3,12000
1345,1263,313,IrisBright,Soluciones,Lupa,1,18000
1346,1748,771,VisionGuard,Soluciones,Lupa,2,6000
1347,261,42,LuminEye Care,Gotas,Lupa,2,20000
1348,1113,402,OptiClarity,Lentes de Contacto,Bright,3,12000
1349,1925,731,SightSoothe,Soluciones,Glassi,4,4000
1350,1128,364,ClearView Elite,Lentes de Contacto,Glassi,4,18000
1351,696,780,LuminEye Care,Gotas,Glassi,3,8000
1352,238,395,IrisBright,Gotas,Lupa,4,12000
1353,1303,457,EyeRevive,Soluciones,Bright,3,10000
1354,307,316,IrisBright,Soluciones,Lupa,3,20000
1355,1501,553,VisionGuard,Lentes de Contacto,Bright,4,14000
1356,19,86,EyeRevive,Soluciones,Glassi,1,18000
1357,846,89,EyeRevive,Lentes de Contacto,Lupa,2,20000
1358,1560,199,OptiClarity,Lentes de Contacto,Lupa,2,2000
1359,1587,721,LuminEye Care,Lentes de Contacto,Bright,1,2000
1360,465,57,SightSoothe,Soluciones,Bright,3,18000
1361,298,90,SightSoothe,Lentes de Contacto,Bright,4,10000
1362,1388,778,OptiGleam,Lentes de Contacto,Glassi,3,8000
1363,1982,532,ClearView Elite,Gotas,Glassi,3,2000
1364,1960,457,VisionGuard,Soluciones,Lupa,2,20000
1365,1799,73,OptiClarity,Soluciones,Glassi,1,6000
1366,1241,213,ClearView Elite,Lentes de Contacto,Glassi,2,18000
1367,158,83,SightSoothe,Gotas,Glassi,2,10000
1368,768,482,EyeRevive,Soluciones,Glassi,1,2000
1369,24,383,EyeRevive,Gotas,Glassi,2,20000
1370,1072,387,OptiClarity,Soluciones,Glassi,1,6000
1371,866,100,SightSoothe,Gotas,Lupa,4,14000
1372,1771,94,OptiGleam,Lentes de Contacto,Bright,4,10000
1373,147,798,SightSoothe,Lentes de Contacto,Bright,1,10000
1374,1763,518,LuminEye Care,Soluciones,Lupa,4,10000
1375,1622,651,IrisBright,Soluciones,Lupa,2,16000
1376,1741,379,OptiClarity,Soluciones,Lupa,1,14000
1377,1860,312,OptiGleam,Gotas,Bright,3,8000
1378,241,276,SightSoothe,Lentes de Contacto,Bright,4,12000
1379,1746,121,VisionGuard,Gotas,Glassi,4,16000
1380,73,99,ClearView Elite,Lentes de Contacto,Lupa,3,8000
1381,1166,534,VisionGuard,Gotas,Bright,3,16000
1382,987,554,EyeRevive,Soluciones,Lupa,1,16000
1383,1386,83,EyeRevive,Soluciones,Glassi,1,18000
1384,259,271,IrisBright,Soluciones,Lupa,1,6000
1385,1523,316,OptiGleam,Gotas,Glassi,2,4000
1386,244,400,IrisBright,Soluciones,Bright,3,18000
1387,791,613,LuminEye Care,Lentes de Contacto,Glassi,4,20000
1388,897,798,OptiGleam,Soluciones,Glassi,1,16000
1389,1389,31,EyeRevive,Lentes de Contacto,Bright,4,18000
1390,691,531,EyeRevive,Gotas,Lupa,3,14000
1391,1747,672,OptiClarity,Gotas,Lupa,4,18000
1392,1950,156,IrisBright,Lentes de Contacto,Glassi,4,20000
1393,1719,725,EyeRevive,Gotas,Lupa,1,20000
1394,161,775,OptiGleam,Gotas,Lupa,3,18000
1395,680,448,VisionGuard,Lentes de Contacto,Lupa,3,2000
1396,475,470,EyeRevive,Soluciones,Lupa,2,18000
1397,1987,407,LuminEye Care,Soluciones,Glassi,3,6000
1398,1907,369,VisionGuard,Gotas,Bright,3,16000
1399,1595,491,LuminEye Care,Lentes de Contacto,Glassi,2,10000
1400,1233,221,SightSoothe,Gotas,Lupa,4,8000
1401,932,572,OptiGleam,Lentes de Contacto,Glassi,2,8000
1402,624,33,IrisBright,Lentes de Contacto,Bright,3,12000
1403,1677,63,OptiClarity,Lentes de Contacto,Lupa,2,20000
1404,1478,10,IrisBright,Soluciones,Glassi,1,2000
1405,1233,308,LuminEye Care,Lentes de Contacto,Bright,4,14000
1406,1922,52,SightSoothe,Lentes de Contacto,Lupa,1,2000
1407,404,242,EyeRevive,Gotas,Lupa,1,16000
1408,736,508,ClearView Elite,Lentes de Contacto,Lupa,2,10000
1409,935,386,OptiGleam,Lentes de Contacto,Glassi,4,20000
1410,1496,683,ClearView Elite,Gotas,Lupa,4,6000
1411,1453,370,IrisBright,Soluciones,Lupa,2,6000
1412,1528,143,SightSoothe,Lentes de Contacto,Glassi,4,20000
1413,166,579,VisionGuard,Soluciones,Bright,3,6000
1414,561,337,VisionGuard,Gotas,Bright,4,16000
1415,33,500,OptiClarity,Gotas,Glassi,4,4000
1416,1159,464,EyeRevive,Lentes de Contacto,Glassi,2,14000
1417,595,536,OptiClarity,Soluciones,Lupa,3,2000
